,25_per_1,50_per_1,75_per_1,max_per_1,skew_1,kurtosis_1,4th_1,5th_1,std/mean_1,skew_2,kurtosis_2,4th_2,5th_2,std/mean_2,total return ratio,ratio stdev,max ratio
301,0.056777000507761875,0.11954436450839327,0.20816470064864967,0.8309585492227979,1.302552997638791,2.2777198641266705,0.001001880045470717,0.000395058363318518,0.9362700586577696,1.6508993133490786,4.023997927661704,0.0007488300838218545,0.0003142790588930536,0.6170438785582374,1.7869446962828648,1.0174288415370527,1.0279942738985208
855,0.0,0.019941456275155502,0.05265964538061592,0.8569614224480077,3.4399537238375384,12.923986739861697,0.004615379894590778,0.002943709735748257,2.2402369556509254,3.097333033889333,10.405940897867168,0.0019512977102682761,0.0009519573921965237,0.8967378120000691,1.6320754716981132,0.9967613074401778,1.1192204022392702
593,0.05204566875065108,0.1201478131438178,0.2071033177362983,0.8481695568400771,1.38704017581407,2.5357615767123183,0.001160275764750368,0.0004697241949048483,0.9406419495009654,1.932343678316176,5.367363627607558,0.0012380643453929966,0.0005871668757390558,0.6226162166330601,1.7850467289719625,1.01502897057731,1.1730738298214574
243,0.053316990960625095,0.12128837443381985,0.21359826140950014,0.8397136632430751,1.4756807745438505,3.0928636494961594,0.0014898454259719837,0.0006554728459141338,0.9609822558101386,1.5206438197907934,3.0665718869522083,0.0009004904747425223,0.00035919238148719485,0.6278181274017778,1.7590027700831026,0.9820330254667455,0.8259597806215722
354,0.0,0.014759153541050509,0.06004876597399539,0.7717833440376793,2.8907744420180927,10.63380358505047,0.0009330298476585084,0.0004468859188152449,1.9120227567690518,3.486333879976649,17.456599974743174,0.0006030657162956933,0.000300136960954602,0.5930039642213555,1.7317731773177316,1.2193681875159739,1.6187696452626852
376,0.051516896543845614,0.11696133670099085,0.2036002959710524,0.9712321792260692,1.5697884518598493,3.790319537922313,0.0015426041014721904,0.0007620459448644492,0.9682739598775725,1.8746173381992144,6.647466731931893,0.0014920422378133212,0.000962834261865564,0.6123424366375901,1.6970486111111112,1.0173482669036553,0.9980874316939891
519,0.051630090067233285,0.11722421896599393,0.20663156396755367,0.7346938775510204,1.3015966065623763,1.9642479956708032,0.0010491162890919788,0.0003894913909191575,0.9791568598852307,1.6778576456345011,4.167315908798946,0.0009576318478587359,0.000411108243088193,0.6101949996711608,1.7343078245915735,1.0690181717259535,1.1200216743429965
54,0.0,0.0,0.0,0.3359426681367144,3.4047029744111783,12.948672266270382,4.7110881365059e-05,1.024171322602515e-05,2.9975707180575295,4.736798361863638,24.35395480222415,1.286909767399366e-05,2.0808404493600484e-06,0.5440941916625766,1.8025594149908593,0.8995298885745265,0.7945241199478488
653,0.05435445475082993,0.1147237618451636,0.20331918827969275,0.8554762144222066,1.5228860046000705,3.3054767665221036,0.0013425137735700876,0.0005946688071082054,0.9966877213854771,1.5255924339478732,2.766535285241587,0.0009614992248640279,0.00035945959425916116,0.6482303537266693,1.8568738229755177,0.9344772089761093,1.3212016175621029
181,0.0499623290508502,0.05,0.050039453123679335,0.05019472090004328,-0.008823590194653865,0.2602488476858027,3.276899560099226e-17,-1.3871034770603435e-22,0.3511488550891621,0.06736868990528533,0.9501808762729552,1.1174163001781124e-16,1.545713160395022e-21,0.35591717867427797,1.8950437317784254,0.29856539105126534,0.30681276798475465
62,0.0,0.0,0.0,0.3160685657910963,3.281716009508549,11.478940392225196,5.280996815667641e-05,1.11241344064088e-05,2.987765476473457,4.490159263043341,21.425466638318888,3.2717710864108797e-06,3.7086913250704505e-07,0.44672153992450647,1.807067812798472,1.1955250410954879,1.3956729006233957
